,business_id,date,review_id,stars,type,user_id,cool,useful,funny,first_word,second_word,third_word,fourth_word,fifth_word,sixth_word,seventh_word,eighth_word,ninth_word,tenth_word,elevnth_word,twelfth_word,thirteenth_word,fourteenth_word,fifteenth_word,sixteenth_word,seventeenth_word,eighteenth_word,nineteenth_word,twentieth_word
6141,cdwHgELA2puX2DNfwSt5EA,2012-07-23,9vTJiGbTueKbzJLBbzVpNw,5,review,vtC_cpesIJZ3--W9J-UIXA,3,3,4,Beautiful,",wonderful",and,very,romantic,ambient,setting,sets,the,tone,for,a,romantic,dinner,with,the,one,you,love,".

We"
6142,nXFQjMFJ0qLQSrq1TwLrWQ,2008-12-23,GpNRBAkJUbq3g2PAlChF7w,4,review,5p8cCKiCbru9FL7HNDYCbQ,0,0,0,If,you,need,a,"hat,",this,is,where,to,go.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
6143,EWMwV5V9BxNs_U6nNVMeqw,2011-03-22,oEOvPxSVJyLTH5Kc7c1oWw,4,review,3f4iWELs16wiH7167-nCJg,0,1,0,2,for,1,drinks,at,"night,",awesome,homemade,veggie,burger,&,by,far,some,of,the,BEST,salad,dressings,I've
6144,FhjdZ2DtjVgCfK47bYO6sw,2012-08-07,YR-Qb3cZchiNHZ7tjRZshQ,3,review,XeDbXueGKrfMLyIG45QIOg,0,0,0,My,husband,and,I,ate,here,for,lunch,as,we,were,waiting,for,our,room,to,be,ready,(we,were
6145,RCc01aDaUvQ-sWfoalfjXA,2011-08-24,EHHaurKEhtm5o5fX4Dp9LQ,4,review,SGXahHRReksq3m_Zk9V20w,0,0,0,One,of,the,best,craft,brew,retailers,in,the,NW,valley.,,While,the,Camelback,store,has,an,even,more
6146,GlfwqH2dY3MKxrRirKeueg,2012-01-01,imns0qJ-9pusiVN7pCHzjQ,1,review,RHLKZQWKlfraZcFNjJYxpQ,1,0,1,I,came,to,the,restaurant,specifically,because,of,a,recommendation.,I,am,now,on,a,gluten-free,diet,and,have,other
6147,1N3D381l_VZZY4ZH-vpDww,2011-05-12,Nh33E3a3sY-tTHrzZXhCLA,5,review,8JC-Yb3UDUv2FUl5ym1nVg,0,0,0,Dr.,Farnsworth,is,the,"Jam.

I",had,my,first,ever,eye,"exam,",and,she,was,kind,enough,to,take,good,care
6148,TMdHhDI7jYQ9206dtvrBgA,2012-09-08,xDllc00BAWyr9ETP4nGBQg,1,review,4rsEkJkwDwuXqcCwvBEFTw,0,0,0,Wow,this,place,was,steps,below,horrible.,I,should,have,known,better,considering,the,place,was,empty,on,ASU,game
6149,SKSXkghmYc1DXF2-d9Br7w,2010-11-03,24yqFItSfkEnoeuHdowJbw,4,review,QhuESGhOQWnKqwlSrISm8A,1,0,0,Fresh,and,Easy's,are,great.,,My,only,issues,is,how,quickly,some,of,the,foods,from,this,store,go
6150,FGePlnlKXHxBrxYMNGtdAw,2009-07-25,bDQHRVDSNPT9N2p5dsQ1hg,4,review,fzkO1lGkx8MHhT8S4Rbg3w,1,1,1,This,is,the,best,venue,in,the,valley,for,what,is,intended,to,be;,a,midsize,venue,that,attracts,national
6151,Zx8_4zKdDBSO3qGrkukBIA,2006-08-08,6Ont_PPeZxd3Y4IO9_5yrw,4,review,zLIV35n1gZ4fg6cGSRqNIA,0,0,0,The,black,beans,are,awesome.,Also,recommend,the,jerk,fried,rice.,"Actually,",everything,I've,had,here,has,been,good.,Free
6152,jMqcipWlVtodzRFM3snKcg,2010-01-17,E6aMDs9bRjnA7O2KEiTSDA,4,review,9qCPmT6ovJjxL4tJB4ANCg,1,1,0,Are,you,looking,to,get,a,cat?,if,"so,",check,out,PetSmart.,My,wife,and,I,adopted,a,kitten,here
6153,WPmamMTGAmNYXGoXW1mWyQ,2011-05-08,cWTHuwzcmJpQ_JxTL2w-Bg,4,review,AvzoWeiZ1yMZKlYU8jB2PA,0,0,0,Seriously,good,curry.,Serious.,I'm,not,joking.,I'm,"serious,",the,curry,is,very,good.,Usually,when,a,restaurant,has,pictures
6154,jfXqQTdxktGQWkELGn-7wA,2010-10-29,WUu-PK-yULBtQkd1E42G0g,1,review,X6RyZWTWZNIVEwes5T3WGg,0,0,0,Second,to,worst,dining,experience,of,all,"time.

Our",waitress,was,a,little,"timid,",which,is,"fine,",but,it,we,shouldn't
6155,MAfc2V_EVtyR9rMxxEAPLg,2011-12-11,IM_0kbrmtpegXvOfae1P-g,5,review,d66FhQQZzFDKxklh6t63RA,1,1,1,Hands,down,the,best,Vietnamese,food,we've,found,in,metro,Phoenix.,,Enormous,bowls,of,delicious,"pho,",served,quickly,with
6156,rima62YizeDOVWksZ80KMQ,2012-11-19,VXew7XA6Y3PswNSIz4bJzg,4,review,LusAw6vTDC7KAfbuClMReA,1,1,1,In,my,book,Dunkin,Donuts,and,Starbucks,are,on,the,top,tier,of,the,coffee,shop,pyramid.,Because,this,Dunkin
6157,jRfdz5voj40P6WS9L54caw,2011-02-03,GJIpaM72Q1enT5vGG1xyeA,4,review,U14IHoSXcztl-4PjyY0pug,0,1,0,Great,"location,",great,"food,",and,nice,ambiance.,,The,menu,isn't,"huge,",but,this,is,a,nice,French,cafe,type
6158,oOqsIaRvdV4La45-JJhfeQ,2007-02-27,lJOlpq4cVEWHkKCL-IWrfw,4,review,zLIV35n1gZ4fg6cGSRqNIA,0,0,0,Had,a,team,dinner,here,2,weeks,ago.,The,food,was,decent,and,since,it's,the,closest,Thai,restaurant,to
6159,i5LFOniek1pD8UEiEzGooA,2012-02-22,JA1p0Wrirny_8MbxtPvdvg,1,review,HLGREeWew_M4y4rw7MLLdg,0,0,0,"Really,",if,I,"could,",I,would,give,this,place,zero,"stars,",because,it,is,a,disgrace.,If,you,need,an
6160,QCxXYA13PtkD3wec47_r8Q,2010-12-17,32zii7Rpnz0eV7hKr0j9_w,2,review,OrEmswolaU478cYXXOZukA,0,0,1,This,place,made,me,remember,why,I,don't,live,in,Scottsdale,anymore.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
6161,WHd8fLeMeWKUK6sPyeB-UA,2008-10-28,RCKxsfdsoKhsg81q6btT2w,2,review,IxuMlibirsWsa29r2sha_g,0,0,0,Took,the,family,to,the,recent,opening,of,this,local,Logan's,Roadhouse,to,check,it,out,and,maybe,find,a
6162,rDvz5jX65gpfONFu7er9Tw,2012-01-28,QZj7zlxZTHxHMer_8mPoMw,3,review,HjhR3u17OjxD4s8t3toTfg,1,1,0,What,started,as,a,food,truck,back,in,the,"80s,",has,now,evolved,to,two,successful,restaurants,in,the,valley.
6163,0dORc6ckZw5HezR3BuSsqw,2012-10-28,UZj9gxpQPfI8_f0il4QwvQ,5,review,LyxdJESdPHfvCY_vSVuX9A,0,0,0,Outstanding,and,fantastalistic,comes,to,mind.,Real,good.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
6164,d7V3ykQHqChv0KtXEanKLw,2007-07-03,BrOsii0PXGXqc4iT7AbTug,3,review,PS0lCxjGNeUrKxYSdpW-Aw,0,0,0,Tried,Rock,Bottom,tonight,before,a,movie,and,I,thought,it,was,"ok.
I",had,the,Lemon,Grilled,Chicken,with,Mashed
6165,jSRPuytD6HuRUDzxnQpvBQ,2008-02-02,SvDJPgx6Foh-6RQ0T3Da2A,4,review,gW-ukHucTfVCnFCKKxPJzw,1,0,0,The,new,store,is,smaller,than,the,previous,one.,But,it's,still,a,reliable,digging,source,for,records.,I,wish
6166,Pg8OPh1D2ws0xO-I-8ppoA,2011-09-28,XM7aQ93YxucYRIwFjU5aEw,5,review,GTG2sB8MKqb8BBG0IdVZrA,0,2,0,You,don't,expect,to,find,a,good,restaurant,in,a,strip,"mall,",next,to,"Costco,",but,Upper,Crust,is,all
6167,ATk3ShTVfXD35kfMELPH7Q,2012-09-28,mzIRhfMaiEhEc8BLuV-j1A,5,review,xVTQGVRDnkhpbcfEbszBJw,0,1,0,From,the,outside,you,wouldn't,guess,the,kind,of,school,it,is,-,its,in,a,strip,"mall,",its,"small,"
6168,JokKtdXU7zXHcr20Lrk29A,2009-03-27,cytlF4g-pv48MIQh8H7usA,4,review,xgrNgHOs8F5JvEX38IeCJg,1,2,1,I'll,give,this,one,a,four,for,atmosphere,and,BEER...,and,Steve,the,manager.,He,rocks.,The,food-,eh.,I
6169,ntN85eu27C04nwyPa8IHtw,2009-02-28,sVA8iopVeg0-0w7O35xdgA,5,review,FxxYCRPcpd__yhRRmmtyMQ,0,1,0,Believe,the,hype.,That's,all,I,can,say.,"

This",place,is,the,kama,sutra,of,flavor,for,your,taste,buds.
6170,Zh_y9AmSfWZpR2JB9wye-A,2011-03-15,iW7lIo3fEtYIJ6RX52kDNw,2,review,LogquRKfP0EPKJ3hdpB4-g,0,1,0,Liked,the,"theme,",didn't,care,for,the,execution.,,Portions,were,"scant,",prices,not,commensurate,with,value.,,All,three
6171,-UnYs8XvV1M983xZoREdng,2008-04-05,c0lXKoG8PZ4S58nAiQWIMw,5,review,llkm_iXQszkN5DZvmqjNqA,3,3,2,I,really,like,this,place...,they,have,great,wine...,try,the,tasting...,it,is,10,bucks,and,you,get,5
6172,jCUOqEK8Lln0PK3GeUl6IQ,2008-03-20,ovUu53ZnfmpyOQ8KPEG_YA,3,review,FXs0UttdgKvyQYDDhVG1ZA,1,1,0,Great,"location,",super,cool,conversion,of,an,old,gas,station.,My,only,gripe,would,be,that,barista,didnt,rinse,portafilter
6173,4gxZ5tPEqm0QnRkILa9cNQ,2010-04-18,YHna_-6ncuLYgYLgpZj8bA,5,review,AirVzN1BVQBmq5zY0YMNYQ,1,1,0,Truckin',Good,Food,is,by,far,my,favorite,part,of,the,Ahwatukee,Farmers,Market!,,So,"far,",I,have,tried
6174,NA3tQYxR6Fq5O8nV6u41Tw,2010-09-14,rDAtj7unq56LjMiULVF5eQ,4,review,YPwFl3RCRwr-kyN-890STA,1,0,0,We,went,there,for,the,first,time,recently,and,was,pleasantly,surprised.,We,got,there,about,8pm,on,a,Friday
6175,_1QQZuf4zZOyFCvXc0o6Vg,2008-01-28,SuB485xp6MQ-LKNPNpUKyw,4,review,m7j9e53ycZxjWYBD7rZVng,2,3,6,This,is,the,place,the,Scottsdale,pooches,come,to,smell,and,be,"smelled.

Sure,",you've,got,your,requisite,handbag,dogs,and
6176,IM-9thHqQbBK5tX5MfTzBQ,2012-07-16,sPdd9_7P79zTJ0bxX0spYw,4,review,INOIvOJb-pSc4gqwpcFSQw,0,1,0,Large,menu,with,huge,portions.,,"Crowded,",enjoyable,atmosphere.,,Great,bakery.,Somewhat,pricey,but,worth,a,trip.,,Food
6177,aRkYtXfmEKYG-eTDf_qUsw,2011-11-04,jGdixmt0QgMjE85uUgfLfA,5,review,KmgUyFBWUdGnIVwdk0hdDw,0,0,0,"Okay,",so,I,admit,it.,Sometimes,I,get,a,stubborn,idea,about,not,wanting,to,go,to,a,specific,establishment
6178,V6_sVDynh9Q0rSfbPYrqjQ,2009-07-08,fHxzItWy8-ao06MFqeJm0Q,3,review,VW1zLVadNrWZgYBCueSFow,0,1,0,As,the,prior,reviewer,states,I,too,drove,by,this,place,a,million,times.,My,husband,and,I,love,breakfast
6179,MwmXm48K2g2oTRe7XmssFw,2012-07-09,YkoeJspw1JNTAdRPE7WrYA,4,review,iQiiCZDlisBYApaPCM7uxA,0,1,0,This,place,is,not,pocket,book,friendly.,It,would,have,cost,us,$12,just,to,park,if,the,center,didn't
6180,6lcay-E_ssmzpGanKbColg,2012-10-10,r7i9szvhFbc-EGkp8_HPgg,1,review,dZXfEa2OD0P1fej-yTdiXQ,0,0,0,Not,worth,comin,here.,I'm,all,for,food,like,this,but,this,restaurant,sucks.,They,gave,me,and,my,dad
6181,Cse5FvYuACIxljwaac2SZg,2012-05-24,ImIxEsu1n3mYjB_xSEp6kQ,5,review,nM3vfxr6fcnN_nXdzwbVCw,4,4,2,great,"service,",efficient,"bartender,",the,place,was,packed,and,he,flew,around,that,place,serving,brewski's,nonstop...awesome,outdoor,patio,and
6182,GNC2WXRjEO8e7r5f8ZCVrA,2010-07-05,qoYqECjN8RleSBvf1KGhxw,3,review,LvAr6xG-A40PGk1quMKxlw,1,0,1,I,like,"Yogurtland,","however,",the,lines,can,get,long,and,my,yogurt,melts,by,the,time,I,get,to,the
6183,BVQnDNDIyZJH9Ik8qogatg,2012-05-23,4PzFwjQIO_RXSLeLlWPdhQ,5,review,8-mw_aotUGmP0k0s6QKwOA,0,1,2,The,best,of,all,the,Harkins.,Better,array,of,munchies,and,really,friendly,staff.,"Also,",I,wasn't,overly,carded,on
6184,VEojEXbJ81eiPLSSF9jNEQ,2007-03-13,rzDiX796__SRf96XcO20Tg,4,review,0CMz8YaO3f8xu4KqQgKb9Q,1,2,0,YC's,is,a,pretty,cool,place,to,go.,,Here's,how,it,works:,you,get,a,bowl,and,you,fill
6185,WJ5mq4EiWYAA4Vif0xDfdg,2010-01-22,b2TmvOOnqvccgJU4Lg9fPA,5,review,RxfFQxUtSIGYwTKU_rvAeg,3,3,1,So,"far,",I,have,been,to,Lola,twice,(a,Saturday,night,and,Monday,morning).,Saturday,night,was,very,quiet,compared
6186,dJvUc4ViWEJ0NJfQtYo7xg,2012-05-16,6zZ7n36mJ3JiGpprYjOXZA,3,review,wT8W3LDUHmgE_O4Mgp32uQ,0,0,0,Priceline,had,this,resort,as,4,star,but,it,looks,and,,feels,like,"3.
The",employees,are,"nice,",though.,WiFi
6187,jnzROxEjNkgeo5Ju3F8qzQ,2012-05-24,kfIItg_5MS88h0HneR8rIA,5,review,sGL10Y44CVzzKNkLVeHOEQ,0,0,0,This,place,has,really,good,mexican,food,and,a,very,nice,ambience.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
6188,MAFjNfDWJRgWCw8IOC7mew,2010-10-25,m3ri8IUiWiwOvbhts_jhZA,5,review,f6l-y78wa7xqzauwPbooTg,0,0,0,Finally,a,place,where,my,kids,and,I,both,love,the,food,that,doesn't,serve,chicken,nuggets,and,fries!,My
6189,kaIue7GRCmkPzDeHDBTttQ,2011-06-10,Rpy0C7K_NUepTPzCp_U_6A,4,review,UUUa3QKthaYPrfkE2aQujQ,0,0,0,Hadn't,been,before,but,my,fiance,has,been,going,for,ages.,,I,had,the,coconut,"shrimp,",very,good,and
6190,cN6aBxe2mQvrQlzk26LyRQ,2012-11-05,ufjps0QLbn1QqIz908PvYw,4,review,Dw0b16ira4GoAm0wlWlYQA,0,0,0,Velvet,wallpaper,adorn,the,dimly,lit,,walls,"here,",and,make,you,feel,like,Dean,Martin,might,sit,at,the
6191,WJ5mq4EiWYAA4Vif0xDfdg,2011-05-17,do1reKwHHoOQuRt2e9NL-Q,4,review,78Ed1ndOak2kmzljulPfBg,12,14,11,Not,too,much,to,add.,But,must,try,nevertheless.,"

Second",time,"here,",well,technically,third,but,the,first,time,it
6192,GpK-hwVb08ZFJO_xPboKLw,2012-09-26,zuimJsK_p57Q7wn8d0EYkg,5,review,XSuQgNXTm5YfZSOH44Hxhw,0,0,0,So,this,is,my,current,Sunday,All,day,Happy,Hour,"JAM!

This",place,is,SO,GOOD,and,I'm,not,a,huge
6193,3BqT16UJFW6BBZxZMPxV1Q,2012-11-11,BQJHvkaRhxXG-AE-4sJ2Ag,5,review,2MPGdIbaaEdKuW9IpPxHfw,0,1,0,We,just,completed,our,third,tour,with,Taste,It,Tours,and,we've,been,impressed,with,all,of,them.,,All
6194,UScgPn6pIHuOmQJTsZQIOg,2011-04-03,1kf2kG85mGGJ0vv84GgB5Q,3,review,slp8VQWuW0Dq_azDCAshCw,0,1,0,Used,to,live,in,this,"neighborhood,",and,it,was,a,favorite.,,"
The",place,is,clean,and,"modern,",I,love
6195,9H1PBcxPxicokgj8RJ4L8A,2012-09-22,Lz384EJApBnym2OXcdrJjw,4,review,tl4z8iSvX7SwJwbSJt-v8w,0,0,0,Self,"service,",good,mix,n,match,favors,and,lots,of,goodies.,Be,"careful,",the,bowls,are,big,and,you,can
6196,TbaAnzOTX2-boTbAp3e8Qw,2010-09-05,wNiLVGSCpHwvuBTAbT01jA,1,review,Ri2gusuEHm2kVuZ_YC-mkw,0,0,0,I,signed,up,for,Yelp,just,because,of,the,poor,service,and,being,cheated,out,of,money,from,Cafe,Rio.
6197,DbI6ezKctN4Z5SV7LvG4Sg,2010-09-08,DjrJ78sC1u5YlFdNUUZN2g,4,review,1BW2HC851fJKPfJeQxjkTA,1,1,0,Fresh,&,Easy,is,the,US,subsidiary,of,UK,based,grocer,Tesco,who,entered,the,American,market,in,2007.,
6198,mSbFLlDB5Qu-6al1e2DSBw,2011-02-17,XYUDvdJr0dwocLXY4xQiuw,5,review,gv6GLZ3-bgSs44PtPJR1Bg,0,1,1,Even,though,I've,only,been,to,Bosa,once,I've,had,the,donuts,from,here,several,times.,,My,parents,have
6199,uEJQSIjWui-TDWXaGlcqyQ,2012-01-23,W6J6noCNjNBom36-avS-Rw,3,review,PDRWbCZa92irf8mK5X_Kig,0,1,1,I,have,never,been,into,soul,food,per,"se,",but,my,husband,woke,up,craving,some,chicken,and,"waffles,",and
6200,bc-lE-wGVAsUrX-kJhtY-Q,2009-03-07,4H0-QZJRYywGwixOMIDftQ,3,review,wPwoLUKJIeCVp6_Vh7xpAQ,0,1,0,I've,eaten,here,last,year,and,this,is,the,second,year.,I,finally,am,able,to,compare,steaks,to,another
6201,fF6m3qsD5blnwuZRuYhzWg,2010-06-29,W6QM5ij99thbET6qeAt_rQ,3,review,aGfEYSVuoarYlEwAUa0wCQ,0,1,0,Let,me,first,say,that,this,is,a,nice,place.,The,Chips,and,Salsa,were,some,of,the,best,I
6202,4vz9I9b6bGEEuRGr3Ry5bA,2011-10-21,_4X6a7eHvFKksVEjaLCkWQ,4,review,C1rHp3dmepNea7XiouwB6Q,0,1,0,Love,the,drive,up,waitstaff,on,skates,experience!,They,have,happy,hour,specials,with,deals,on,drinks.,I,recommend,the
6203,cnoqbQYPhG_5M6zX5dnVyQ,2011-12-30,8nbod5lk7U5-4rW9QR9ZOA,4,review,iZtveTtgf6ZMd6Ym2HK8Ig,0,0,0,This,review,is,for,the,new,children's,library,on,the,"campus.

The",new,library,is,BEAUTIFUL!,,I'm,hoping,that,without
6204,eTbtfgUtfewdncgVf2CbWw,2011-06-23,vKVjN6ib5zoVy6FVJW7XJQ,4,review,41uQK2oJAmahY0jCrdrl4w,0,0,0,Food,is,top,notch,and,within,a,good,price,range,for,a,weekend,breakfast.,,I,dropped,a,star,because
6205,XAaXT0e70-USVYVKcnljsg,2008-01-12,_-QYKi1nYxvu_Cdxqk6Apw,4,review,_mo4LtybzPjvg-i6meN-tw,4,3,0,ABC,is,the,Home,Depot,for,the,baker,or,kitchen,gadget,junkie.,They,offer,unique,cake,"molds,",cake,toppers,and
6206,_9h-jH3YOkAU9-2A-dy6YQ,2011-07-14,YjVwwlxEIbFc0wrXMVviJg,4,review,Zm08wcep2F-nRTHRyR8mpw,0,0,0,Old,Chicago,is,about,what,you'd,expect,,from,a,chain,serving,by,that,name,-,a,pretty,basic,"menu,"
6207,Dh-jKrXlivowMGDtfD_gug,2012-05-23,EiGMQdJjvFaVO9auRln5QQ,1,review,9UK28WYQvS7aXyNfa_hLCQ,0,1,0,Surprised,this,place,isn't,closed,by,now.,Went,here,once,when,I,first,started,going,to,ASU,and,never,came
6208,lhRUPA28pRIN1MnllN-o9g,2009-09-02,In4SQU1ZVx9fU4yq67HphQ,1,review,DMtlC2TpVEimIn0D07HnUA,1,3,2,I,will,never,know,what,the,food,tastes,like,because,they,were,so,so,"rude,",I,will,not,go,back.
6209,9tSHBEoAhKu-tkU8n6SKjA,2010-10-30,oNHKppInXsllqR1yBwydwg,4,review,UgttlReSB8g9YF3URK8BPw,0,1,0,So,happy,Los,Dos,Molinos,is,in,the,east,"valley!

Los",Dos,makes,it,spicy,so,come,prepared,to,drink,a
6210,FCJHirFzEtj4M1VcuaKieg,2012-10-21,EhuilB1OjYUS16-1CEMM4Q,5,review,v6rb-4YhADpuD99f3RKmgg,3,3,2,Any,parent,with,young,children,can,vouch,for,me,on,this,one...keeping,the,attention,of,a,three,year,old,"is,"
6211,VLXpl4P9b2ndIQUd-eGP2g,2012-06-24,84fWNhsMjlnA5Egz4xWdxw,4,review,YsPqt0gxG60l0cJvHl_ylw,0,0,0,Quick,"services,",a,decent,"selection,",and,solid,customer,service.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
6212,qrLqx4oBeR2gNDE873bUHw,2012-06-11,aKTQXkxiC_VeS_MPolRUZw,5,review,-EyEj5BujVFisco6OwmR8A,0,2,0,I,found,this,place,completely,by,accident,and,it,was,great!,,I,have,been,going,pretty,much,once,a
6213,EoVGIsaatkdbWLY9qyFcgA,2011-07-14,YV4KrLQJ9z-aMcisXJQ3_Q,2,review,2qnz2y_Z1nDo2HqqfxJxSA,0,0,2,I,think,the,high,reviews,of,Sofrita,must,simply,be,a,function,of,the,limited,dining,options,in,Fountain,Hills
6214,K845ZDttFfx99zQ-0aE2tA,2009-02-13,3kOWFRioapOXCX5WwKtxsg,3,review,jqVeTSin5GeRm0ceSg-PBA,3,3,2,I,met,some,friends,last,night,at,Cadillac,Ranch,and,this,was,my,first,time,going.,The,space,has,a
6215,xHe6WBPFINEHUIeq_5yEHQ,2011-03-27,B4_R1YObekq2ypcwD0Rurw,2,review,O-zVhDi_TeMs6R2Rz31g4Q,0,2,0,I,went,here,a,few,months,"ago,",well,I,guess,when,they,first,"opened,",whenever,that,was,(the,fall,of
6216,8cL7aJVKTYmLguzXEAS3Lw,2008-03-15,7TtCP6bvd8wtK10K2KyLqQ,3,review,fczQCSmaWF78toLEmb0Zsw,3,4,0,Yard,House,seems,to,be,a,good,place,to,meet,a,group,of,people,because,of,their,huge,"menu,",beer
6217,z3-tI1KCGhJ_B3-QxhNOOg,2012-08-03,35mue8qxOv0mgeQcGOB9eQ,2,review,jGmnd3qIBPezcuxG0qyD7w,0,0,0,No,way,am,I,coming,back,here!,The,shoes,seem,to,be,made,"poorly,",but,I,haven't,actually,kept,a
6218,QAWdgDgWaFJYzJ2pGDjmdw,2011-09-05,10teqvIvfwrnvTDvpMGyZg,4,review,5hIcclyqd9yelg2BlsiXBg,3,2,0,I,love,this,outdoor,mall.,,It's,"clean,",it's,open,and,has,a,wonderful,restaurant,selection.,,It,doesn't,have
6219,MJFQJCbA71OO7ugFY4cb4Q,2011-07-06,VD1bU4AxyL32QRFej0RG9w,5,review,YJxts7uAEYMbpCm6mxUncA,0,0,0,Great,service!,Great,Value!,Best,in,the,valley,hands,down!!!!,"

I",am,a,second,generation,customer,and,as,far,as
6220,vR3eAwcgkh2EmVJegZO2dQ,2012-12-04,VzkbyLEBalfucb8pZjMS1Q,4,review,3xFmGwxQMFOo_xPuq2z1cw,0,0,0,The,burgers,and,fries,here,are,pretty,"good,",but,the,custard,sundaes,and,concret,mixers,are,amazing.,The,PBC,&
6221,ixTr1qXUFGTzyaZUuCDDvg,2008-08-04,vJHQtgIwUkYblSzwA6IYmw,2,review,GubdNFoDAsiwE6bWIr97cQ,1,2,1,A,friend,and,I,stopped,here,today,for,lunch.,I,for,some,reason,thought,it,was,an,odd,"choice,",but
6222,fDZzCjlxaA4OOmnFO-i0vw,2012-07-09,F5aRE4oqmHthiHudmnShLQ,1,review,J92bzxYVmyoLHULzh9xNCA,1,2,1,My,mother,always,told,"me,",if,I,didn't,have,anything,nice,to,"say,",say,nothing!,n/a,n/a,n/a,n/a,n/a
6223,fecYnd2_OTDECk7bd6GOFw,2012-10-28,BvEnBGw8M82tjiAYp2WsKw,5,review,2tPpiBmIZ-yo5HcubK-rjg,0,0,0,great,place,to,go,and,the,pizza,ia,great,too,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
6224,nvaAUTTl7oqiJDhuimNG6A,2010-11-23,EkomkezfQqzrzsC7IH44LQ,4,review,dfprRWlHx_GRUyCY5vmCbQ,2,1,3,The,boyfriend,and,I,went,here,on,a,Sunday,morning,hung,over,from,Four,Lokos.,"

The",food,was,fucking,great
6225,0db71MbrvcJnyk71COCJBg,2012-08-22,AT6cVwoD-hZiElEVH6oiPQ,3,review,l32_Qnelh1c-nuTU9VgOlA,0,1,0,Hello,my,fellow,"Arizonians.....

My",review,gets,3,stars,but,I,really,should,give,it,2...,I,am,being,"generous.

I",will
6226,kKpqsgTcYmMVAcTSHs8fTw,2011-03-05,l3Rn1TGCu-dLq8fTMP_KWg,1,review,Wmlxh305msxQuG2Mje_AvA,0,6,0,A,couple,Saturdays,"ago,",went,with,my,mom,to,get,my,name,added,to,her,accounts,should,the,unthinkable,happen.
6227,kFVapB4z_5VoOnYazF_ERA,2010-02-02,Bxw7_BuCCeo8R2vBlCNiXw,2,review,uAOVKDGoXFnzXK_Nlmx_EA,0,1,0,The,first,time,we,tried,this,"place,",it,was,Saturday,night,and,a,90,minute,wait.,,Declining,to,"wait,"
6228,N_TlJCR5AkZhmrCDqbm2tQ,2009-11-21,6FjcX0RlHDbRk6mTskbQEQ,5,review,-QFUut5cViBP9mYFHghZMA,5,5,3,One,of,my,fave,places,in,"Phoenix.
Well",stocked,and,friendly,"staff.
I",don't,normally,peruse,the,DVDs,or,CDs,because,they
6229,4-qDkltBuJ_Lbj3nyxvUlQ,2011-11-27,9dQNhJ5qkPzbQTZRezn3hA,1,review,vycqX1IOJZEGzZSBN2F0Dw,0,0,1,Forget,the,yogurt,and,the,berry,berry,bad,service.,The,OCD,worker,with,shadow,you,and,serve,you,a,sample
6230,dyd81TK9jY-WLt6UbMFWng,2010-09-01,kIq3ZUOgYSqZ0aqNbOps6A,4,review,qaAmAU9T_t84UDGiBI98sw,0,0,0,"Cute,",small,little,place,that,I,never,noticed,until,a,friend,and,I,went,one,night,for,dinner.,It's,in
6231,YTOU3COVuBdABXb3Wci_IA,2012-08-03,ZTBSDNo538Ephof6NLIf8A,2,review,QabWo5qmN71nfmcwYqn5sQ,0,1,0,Wasn't,impressed.,Dressing,tasted,like,a,store,bought,bottle,dressing,and,tomatoes,very,very,mushy.,n/a,n/a,n/a,n/a,n/a
6232,ZZevr02C4b_g9RwnezdvWw,2010-01-31,BAcmGB3UZw4geg5whSUmAA,1,review,Zm08wcep2F-nRTHRyR8mpw,0,0,1,This,is,going,to,be,brutal.,,Hide,the,"children.

If",you've,been,to,"Chipotle,",you'll,feel,right,at,home,at
6233,sNuyncpQdcvfEpfZS-3Yew,2012-11-07,WQVr6c3chFsupLi8Sk8rig,2,review,31E06-50QOTI1AjtOarC7A,0,0,0,The,food,wasn't,that,good,but,that,wasn't,my,main,issue.,It,was,the,unwelcoming,feeling,I,experienced.,I,will
6234,0YEbfeYZXkcTwjos9cgaEA,2012-11-03,JmKKXILuZfN5RKgSCgr_6w,4,review,JnAGZh7rjuz-6nKXitHUwA,0,0,0,Solid,options,for,fast,casual,mexican,fare.,,Where,else,in,a,landlocked,area,like,Scottsdale,will,you,find,a
6235,KGX7O-_WqOIy9o7u9NOa9A,2010-05-20,UWX03HHT7XZGC81AiOkY7Q,5,review,uylA7dxa7t6wUWN6FlOMcQ,1,1,1,Having,spent,lots,of,time,in,"Sonora,",Mexico,over,the,years,visiting,"family,",I,have,always,sought,a,place,here
6236,nlFlIeziD-4nNUF2B337Yw,2011-08-17,k7ibt2psFssCYeH7XscnjQ,5,review,Zi0h5i-ZKDI9hZQgKCyDSw,0,0,0,The,food,was,absolutely,delicious.,,Was,very,surprised,in,finding,a,good,Asian,restaurant,here,in,Phoenix.,,We
